,IdUPC,Primer_Nombre,Apellido,Tipo_UPC,IdCiu,Id_Coor
15,d7389c1371134fdea307df1e1b80ed0d,Ernest,Michael,Movil,9fed34ac6ba74fd2ad2bac20f2a060f7,b1f875348c0c49b4a2b37918464927b5
16,45ab0d9fdda0474e87777ab816fe29a1,Shawn,Bird,Barrial,49b3271449cd4b2d8b231046a803d22e,d7f995cee7484ae9a891ccb627513377
17,845e327e2a394ffebad6a01a11d1ae4b,Brittany,Archer,Barrial,33b1928afa5d452dadb2b2f58a14f19d,fb1dd725482e4fd08b0d92bd63ae0f79
18,c1ac6e4b3bbd4afea6b7f64cad942820,Brianna,Griffin,Barrial,78b23e56f8d145c9aa2aa1992772f425,96b19b4d1d2b4521ba576c25d6bfffe3
19,2dd45c28fb814891890c4e487bbf2c42,Richard,Lewis,Barrial,f8ed25666e264c86958b8aa447636b01,de4e524d306a4853b32fc9b7d952f078
20,7ebb7fd0ee0640fa876951a7172c7936,David,Turner,Barrial,72a4cc8be1f8438e97cbeb437fba160e,29e607b56ba249c8a7ce5b2a5994cb78
21,1e42b41f70b549b5ad33597e8022c205,Veronica,Snyder,Barrial,86dcf57cec0a4e5b877145419206b10b,0fd5bc3555eb42f9b65d450db9d5a702
22,4ac11e01784e4b2d8f7025d6fc48d7b0,Jacob,Howard,Movil,0065c26db94446b79f529cfb6fd00888,4c36ac4afe6d4530aa5869c8b1cb7eeb
23,2a6224380a66410ba80753d57973b0d5,Jonathan,Rodriguez,Movil,d8b55d9775864096888965923a0d92b2,a3813c8941f64330bc8191d1144834f0
24,6fbfae058ad14febb7cc536aa1eb13aa,Jonathan,Li,Barrial,65f916ffd0484c0996c7645ae686c977,4a07826a636a4e84979a0232dfe4e68c
25,8e1c5973b5654265bc7c509d6f4ff2f4,Breanna,Olson,Barrial,4b798734e1c743c6838a0bbc4dc767d2,9079d25144894ad1bee1588632d77bf4
26,ae8becbf6b284e7ea92dfcb07d8398a7,Helen,Shah,Barrial,6904d67fcbcc4520ae0aa64180f61821,7f081d170d074c30a47cac04c834c72d
27,dddf47c8b61248af84e6d8885af3b093,Michael,Johnson,Movil,b87fafa35f354f2aaaedb819887382b3,734dcf83974e469790bd78b79d2cd1ba
28,e620ebb372514d319c23c13ce109c831,Ashley,Goodwin,Barrial,df4a32878b4c41c09c8d6749eaddb9e5,fd33f7374e524e8cb2b209a2fdef44df
29,c6176a9c9ebd4950ac0d19a9f96f8c2a,John,Roberson,Barrial,8d3497fbe61d47c48007c9f82852b417,681ec3ac0186461cbfecdb514c5a5551
30,c744df4d41e5490b898d66c2e6f2740d,John,Graham,Barrial,a0e1e062ec9949e689f1febd8cf13dde,7700ef92dfd2475bb34064e65c994060
31,bac315dece434bc694183add41051459,Christian,Velez,Barrial,8caef23f42c04d3285b39bf36aca8f75,820442c19f324ce7b4da4221965e0d44
32,2ce731dc2f82443ab35832ea72d2b9b2,Sarah,Parrish,Barrial,9eef42fa17614139acb30be65da10682,d76c93f931ae433bbe228655483dd83f
33,96050bb5c9e646458af888e90902fd59,Frank,Brown,Barrial,a224010c72da4fd0b3441f84bbfe5dff,ccb99090fbac4af8b0ca28cf56f42bca
34,4dd82dad2c484970acb9f20ece8f53b3,Robin,Mann,Barrial,3723f5c4abf3431cb5f82bab97da95d9,6eb0647ee2864c42bb1c0f019f6865a0
35,2a93c98432844e718df677da03b907e4,Matthew,Peterson,Barrial,3ed1326c139d4ade9339d50ee6ddd36a,94d23ea5e57a4bd2862103502ee2790a
36,10e670787b5d49d89f1078d4f2d34acf,Vanessa,Garcia,Barrial,4ef54ba823b24c60a70f9f2088bfffe9,b9c3177d716e411d96748186265e600b
37,58fbd7f524bd4ed4bf44ba70b5535e97,Justin,Cross,Barrial,189dd03a28d14c9992d04e1f886adac5,7f42c44704234cea8370ee0a1b811741
38,79e5f82992c649caab74ca76f9e09903,Pamela,Beck,Barrial,fac87bb92f3f48eeb3379d87f474315f,1a121ec5bc9444a8b413a457ed975a43
39,f97f3f136a044614bd67f42c5f4db905,Kevin,Brooks,Barrial,b8aaaf6a714448d69a6478b7cfb35dd1,13b24ef270ea423e98e3278a74f88651
40,7597f3655e9f46f6b2201564845d0a48,Jason,Ball,Barrial,caa8c695818a47ea9cb2647b9c0f4abc,b36d055934b54cc6a9f6889a77b071e8
41,d5ff72f68bae4858b7727ab17109495d,Javier,Brooks,Barrial,7704b03ae25a4381980ffe2e0ed60a8e,debb0b53ccc343e1bde6783208f22c6a
42,2f7bda08b4764ba985363f778e9a850d,Dustin,Zimmerman,Movil,1febb819bce840bdb5c1ef95d13593fd,3193d682494d455998de69d223286fee
43,8bcdb7cda26649aea62bfec62a959c03,James,Klein,Barrial,88b393617ae348f29edfefe36fb1d375,ecbf6d63abf24e8baafe0b22a7a8f77b
44,9470cb37866143f2813fd9b9e2d4fc5b,Linda,Yu,Barrial,5eeec740fbd3492190a3e1e4b0c9cba1,2adfec43a4514e5fac563a7827ef9107
45,a128a6aff69e49f5a87046647f7bbd22,Allison,Phillips,Barrial,3410ce761958405994764a151c85883a,fa87067bff054b9fbdff69c1aa4581c2
46,38e8549ed2a648d1b5fd7a5488493e89,Christine,Gray,Barrial,598108b87b9743e8b26f4a8b554efc04,e1103c0cc0b34cfab619101e6ff05889
47,e0399fd4d7b043b9a63fecb321e0e572,Tiffany,Pena,Barrial,7f186f4b8696410aaacb9856f4ec5144,7c1697f6a77b454e9e824bf60c5f0322
48,9385b864ea6c41b390dba2414cd18c1c,Kyle,Mullen,Barrial,48e20444016c4ffba310505fb886db75,81fe78b2e8804b23998b41b7d22d9cbb
49,162658403818413a9dd62821938b04fd,Edward,Larsen,Barrial,dbff185f145144ddb495844106c4f902,598d520891e84ba597163a1244ec3167
50,47f54fa54feb48158f2128623bc6062d,Kyle,Robinson,Movil,9a063c7fc3374fe3a95ddfad641e6f97,602a24d5907a44ee85dc8112aaf25129
51,a669a1599fbd447aadc808ccdfb9038e,Kyle,Horton,Barrial,cf9c41c9c73c429d81aa42837f8c24b0,06834e33e87c4a728a94f065c821e5dc
52,18531718a50d4e56a29f97f999fe5ed2,Louis,Stephenson,Barrial,1baa59df7d814c03bf31588cff294665,3d2fad64ba694ff590bf6c594cdfb4ea
53,6f457facc87d4481b4bc6e1bcf288c31,John,Harris,Barrial,5b60f5dacce742c3af24097a889a8044,91f4c7fa2f1a483dbf19fe24a9d92c8e
54,b74c4721d252489ab535ddb27b1e41b2,Christopher,Burke,Barrial,4f8cbe0b34d14e6d9e1551bc7fbab99f,272601f9988a46bdada71869cc48a27e
55,db62e68b9d7946b1983ce122760714a6,Katherine,Huber,Barrial,7ebaecd64a554dd5991baa44959822c6,8bbe9bdde09342028e437171cc63d5f8
56,0b0133f5bb2840a79f6db642b58b11e1,Robert,Wiggins,Barrial,e50d0747142a4f43b277f1aabb6d4d31,92048d3d86be403cb2421aaf2428606e
57,2e0cfb3710d445a5840f966affa62694,Mark,Kelly,Barrial,3a67418725eb48e587913f46727aedc1,77ef98345007499dae4edb433ad1dd73
58,229f8864319d4d9a85df806330e26afd,Todd,Brown,Movil,c64f7fe1f7eb450b908629b1d55521a7,8e2aefcacf5640879d6d5581c151600b
59,be2c73a2503b47fe91353754b02f4c3b,Teresa,Vazquez,Barrial,3a929d771ab545c1849876f76358d9e6,6139ae13a16a4830813eb9d936fd5bdf
60,c91b72af098a431b95acb7c37def0e87,Nina,Williams,Barrial,3581ca20ec684026b554a6b303d5cede,73e02641483f45ae8ac798de18f09d1c
61,c2a05f0a4d4e494fbed92e5eed4688e3,Taylor,Strickland,Barrial,a051d4ec60734ebf9c4478c59470c03c,36671c59e43d479b8db4b7f43207b265
62,4e4257afebe44a3280b3db564f629845,Denise,Le,Barrial,8bb5863974534fe7a86819abf99a7e2e,425914f031bb48c7aa4dfd4ecb3d4291
63,540f079263484530822f608eab08c443,Jasmine,Norman,Barrial,f000e3b1a62b4054b6047f1362a7e017,29ed1908649f4627986764b9cceacf6b
64,4d88ebad9ba04071af7ec8d8d2267adb,Andrew,Cohen,Barrial,c910576edb4d4d37a712ab86241ec6b0,bc7bbb541b7e4d12981d2af869c459c1
65,35637587c22f4902a4c6d9c99fda4896,Joseph,Smith,Barrial,7425c01ab8a445739ef026cac3153017,ea6770f1bf824b4a87f220e305ddd865
66,879c8fb4bee44659af234f30233df0a8,Gary,Glass,Barrial,cd6708d3d3774c808dbc1f7b77335247,a444c921e69d4b608ae28ebff799bd37
67,5b79eb53d86d4e0fa2ebc098c666fd25,William,Boyd,Barrial,55798b3ac0e240e28443c53a68e1e033,1a636c1e014444e1b5b982048cd2f192
68,1502c7331495407d94f2f6a21b15405d,Kenneth,Ramirez,Barrial,26e669c113a242b8b3b2b6d2211b1696,f8c9dfa525294820bd7ff9151c3ec38a
69,5ee4bc35f79d44d1beec2d272e4264ff,Katherine,Torres,Barrial,fe33681d2d054d61b28d273bef545bca,4a62937e8948475e83533c4c66946795
70,d930e5dfa7d647b592db87cdd45a94f0,John,Wilkinson,Barrial,336b3d1161aa41468bab3e1b0d634548,490bfa2cb0ca44d08fe3b0fcd1d798e9
71,30bd1df37b124521b92bd3907342a000,Jennifer,Chen,Barrial,0f2548bf0e2248c59e54f89e7fed4336,3870d5e933eb463dba51222c5fc8299a
72,587e3cd6b52b46b18083c82541a42e36,Victoria,Macias,Movil,1a4ed97da51640d0be560de6c74ed533,6c7b9ca47382468f938bcfef34c0e174
73,abab463e2f5748ef9fcc93e0b54cfb5f,Shawn,Brown,Barrial,51cb8da584ee4544a6531a39079cdc72,2f5493d3a09746f7bc41774e95b705f8
74,2e5022c3505244fb92cdad416b1b0f92,Rebecca,Edwards,Barrial,48c8f0c3338940c395f217eb9987f925,9752464fde60423dbe7dc87ee8b35ef8
75,7f256a60160d44d8a2462409613ebe47,Emily,Miles,Barrial,91e3bfd240b7451490524259a47ea513,b4c73d230e064cfe9616e199c1bb6200
76,5c24b8756da44574b534dfc5114c3e9e,Janice,Austin,Barrial,e1f7e63bdd944c619a872ef77940d997,537ccffd88e64a9f8242207210c71c78
77,f979462c0ebd4d84994e9ae6939c9576,Travis,Williams,Movil,d0d4d4c99f4b4a6bba13996e23e8610b,08a8bfdf155947d2badf11e4b6d0d5fb
78,9c842f511f4b48fb97699e763f4940a3,Colton,Williams,Barrial,f9194e9da00740abb83b62089be563cd,5f80e7a11ef34f0fb591d9715366a6d6
79,b84938607b974ceb948d0103dddc2d28,Shawn,Thomas,Movil,1134be016e754ba280ed705462b3d11b,7eeb6f2357ae4c6caf34df7e262c4d22
80,bc5d5f02ec0b4e3a8a042242838f7546,Jared,West,Barrial,d5e7cec45f9a4dc0b052ce93451fff8e,2e37458234674ffb952d1d46bacdc196
81,ec1eed7f7dc54a86bfe815b0e5c11f4b,Charles,Barber,Barrial,5ac3407fc491478dad658a14c560496b,51d505cec7fa4dcb8726fab49c0c8081
82,4d3e24403b834af2ae38a7d6a41e44ab,Tammy,Gardner,Movil,f4c9443a0c1048c696a2ab3079ab3c31,f0786f5db36d457cbd124617ae968d7d
83,298e6b2b8bff40a69e1ccafcd5d0a7d0,Michael,Hale,Movil,58a89304367c429cbd6ea919d8aa945f,bdc5b24316254e7bb900a1598f474845
84,adce78d13424472383b4580622c5f74b,Kimberly,Parker,Barrial,820c51d8142b4c46955df36c669f2c94,6cdf2d8904134a43a38590166f72fe94
85,ecf3abd1fb704e809fa6c18487536ef8,Kelsey,Simmons,Movil,3547b40681044e8f9f7c953e777d19ce,819b28fb24fb4a119ae8555c89d57065
86,da383024a86b4be78bf3ea56bf51890a,Tracy,Bauer,Barrial,28bf5457357047c3bccecee962cf8c59,e36f1f8538b34f519f40f963523bfdce
87,8ceb71898a0043f6b4ee0a0fb9708631,John,Hart,Barrial,fd4dbee3dc874db2879099c1a4d4e037,8c7fbe821bdb46dc88ad70ad269fad55
88,35cac87f69a747678751251f05233189,Alex,Stewart,Barrial,03c0cccdadb448938748dc03c0cd631b,248f48ad13aa428c9947c284a4358c49
89,ee65fbde191c4a3785ff4aa1ed332b9d,Scott,Bryant,Barrial,efaea6fe81fa4503b0559582de2f0b37,1a2f66ec466b41d8ae566f1fb834b99e
90,6cfc2c2a94f24721b1e5250f12cbe097,Tonya,Singh,Barrial,cae197ef3cfe4284b2c535583ff4029f,5e8f990da6264d8b98db77a4ed7a12ba
91,a73c798460c243ae818328c070043d86,Wesley,Rhodes,Barrial,f3c43a25d4fc417a817dadd18b70d828,424ec6962f5b4f6d8af9506e7a6a17fd
92,1daa968b0e5149f5a5c373cad05a4bbf,Ricardo,Anderson,Barrial,9c8d15ded9d143e7ad8f6735d4320fe7,66a03c4bd4cf4204b475017114939c8b
93,cf5c2c0f970b44fdadd5d48193e750ac,Maria,Wood,Barrial,c97c20d861284d4f92fcf99f03e66279,45e08316c8524afd88b0e02c413ab9ce
94,d83660e1053141f2bc3f395578a5c2c6,Christine,Rojas,Barrial,a8295c440469418eb808c992929fae9f,4963eb1a0f7b4a838a2a45cddd1d2e8b
95,d38990b771a043c68931b1004b026b56,Nancy,Jones,Barrial,8085febb5192400fbd3a97857332f160,790def227bb243b4a5871fde456378a4
96,ef0e0f1e93274569a49623985fe5dd2d,Veronica,Murillo,Barrial,d874dbfec6234ecc9bc520a183e65f14,4ef1665fe9904a7fb94d15453419fbe4
97,a4a985d56289408dbcdb7876dee67639,Mandy,Ryan,Barrial,c607622583dc436abbd0cab0bc9e67fe,4ee68ecc87cc4cf5a337c342eb902a19
98,b698339599344f0bb1698964df895eae,Aaron,Evans,Movil,1418bafee4b04edea57a918eeb719470,a09f059765bf4e00be4e2a1b9b2ac37c
99,7526d0c8be9b4643818b32f9604fe877,Allison,Wang,Barrial,364df69cdda74f32abd2f624ae122d40,851172e33bcb4393ad445ed6ed710917
100,763b82123b6d4252986867a0cb940bc9,Caleb,Ramos,Movil,2797c3f8fccb453884ab8c006ae8fc47,9d6fb306200448bbb00082d60eb86598
101,0930baf8105345e5ac38593543347e94,Kayla,Davies,Barrial,b6ff40f7f0c8417b83dc2c33e52a3ce3,a8733511ae35465baa05334487da48ae
102,7b9f20be1cea4188896afd6352f8e5d5,Amanda,Clark,Barrial,c41d47c425a1432abb43c26441731305,17b0644b45eb4165a3284047c63eda0c
103,2e3ba41c7d594a2984405aed34b27dd7,Jason,Douglas,Barrial,4b2f6486773641f9871378b1ab266e20,07b35cca5626483499db075982e29dcf
104,7cb18520d61e41bf908890a67c1d8d9e,Helen,Butler,Barrial,76ddfa2df5054c0cb396d81d5bc9b145,60e1bc3dac4a4e489ec165d190e02bb1
105,76e0b8edab60497b85e6fe58bb2043cd,Danielle,Proctor,Barrial,378846db23b240eba7df58c6000eb209,da3e3ed9aa9f4f50a669326c5311d9bd
106,51a6ee4451a64eeebee074006c076a90,Janet,White,Barrial,41b668c813b047b2864d11e74c408a57,6e0b1dbff9f74d148b86504db3b024df
107,f73dd54144c444b1b3c62576d07c24b9,Sharon,Diaz,Movil,db4dc7fe6ebb4d10834e53162aa8f616,20e6c485c1c746639b025996920dd6fd
108,f14e660b2ab144e0ba78b7e31f3e56a1,Maria,Lopez,Barrial,867bcfae854248629e4341862c0962d0,b8084e09d2734ae6b108d8219478abaa
109,121fd5544ec043c5b997647c17c737d9,Thomas,King,Barrial,898a424ce7b848c39673a3a521d14fb7,c404c6a75d114727bed09a4f6e68fe16
110,52b455873dfc4952a01c56881ccc1ea4,Natalie,Wood,Barrial,2d335b3b466c47e5bbc8eb9afb8f85ab,c161582fdaa944efba872b70fe318565
111,bf9d465dbf364058bb047e8f9cafbbe1,Thomas,Paul,Barrial,2cf73cb1e90a4cdfbcd31ee7992c9432,69006cd916214552bab6c3bfe18bd2a2
112,ad0952a2aeb446238d107fa810411dbc,Rebecca,Obrien,Barrial,90e7958c28774ceeace5cd8528f202b2,2f01739af1fe417fa84fbad9b8978592
113,a28e3f3bdbb24fa3be58d105571362c1,Laurie,Foster,Barrial,d9515494630f47b4b11d15d71d3e0a45,1cd5ed23181848ecac01cdc78f29d5d6
114,445c1a00bca44ddb9e51b447676b6651,Matthew,Armstrong,Barrial,c4bc6437d4834898ab079b3714bb0875,2c75f41cf7fb46f1847bc49170f97f67
115,c11cbffdb3c44673beedc771b7579a2f,Brandon,Tate,Barrial,8fa43f1f62424d358af95c7546ef7be3,01a6df2047a34209a30acd8a93e0a421
116,eedf505e07684a0da409a3f393a817a1,David,Webster,Barrial,168a20b0f1d149bf8f98448296d97fce,3251e8e57163444c834dae9877e04be4
117,ef81277dc0dc4f95b16c03bedcd9781a,Chloe,Huynh,Barrial,e251caa892664921b4761f5488acb9d6,a22300d54bc3407cb8cf85f36c08fa86
118,2a0d45686eb3409ca3537806e26b93cb,Andrew,Lang,Barrial,ffb578557d17437dbae3b7156c58b3e6,e136e86325d2457b9c7e9c91f4609d3c
119,79e17fcc89be4d81a3c56b9606acaa4c,Jennifer,Hester,Barrial,07ec3d90a5b04ae1a5ecb0ec9a17c8fe,9ce6c48a47fd428da3141c4384874b69
120,77d0c7a5d7254026b34ebf3820e609ed,Michelle,Sullivan,Barrial,00afbf235f3943c7a54381ffc79ad148,9eb7ed12ee344a07af957834fa9d948c
121,8b025d6899ef435983fef0d2f2daadf3,Tracy,Guerra,Barrial,bf919f0884eb4a1dbed87f6e3286bbaa,bdee6b40418946e8b8771bc962f6056b
122,671c22aeb84240f38bb3aac235728d0e,Marc,Cook,Barrial,65b0f38150c44705b57e887fbc3a8cdb,c051177ca36b457d9c0a5398e624a607
123,7c88d925a72849a3a6921149b9ada0fd,Suzanne,Walker,Barrial,a9d65510bca9418f8b694433bb2fd878,92e228a97c204b6091234c12c232bbb9
124,98c3a583ddca4e48be5cc605cb112ca3,Audrey,Johnson,Barrial,df7675e7d44749e99ae949be73c2c220,6ebc5754cbfc48ebbd1ad5cc48274479
125,45e2ec69ac4440e0a27c92dc1e6b911d,Jessica,Lawson,Barrial,249b5f98ae8b4c77bfacb5635f650553,e562655007a84bdfaa53052a8497268e
126,b6b820fa5a6645eebb818bc1b98364f1,Ashley,Francis,Barrial,1393953f60974c3b83c38319255b1e5b,1a099fbb2ea144c8bac9976da4436ded
127,b7252830e36143689858b91784e42c67,Daniel,Johnson,Barrial,5035c4268f544c7aa4b9917776a0dcfc,d8fe3c1db0cd44e69f09bb151057ad15
128,ce19fd5e78364e2f8d5c9ad853504957,Kyle,Reed,Barrial,a45bcf700729417ca26a6f94cc2fbecf,f0764e3d616a41a3ad0a70f0d193fe72
129,405407d3b36046ea9b0c1143512849d6,Derrick,Perez,Movil,523f1e25c98d43bfa07c18637c82a260,424fb81d9a7d4bf6b832d0663cad5b27
130,900d362dc5f842649961942bfdcf90f7,Marc,Smith,Barrial,93c13382522243d68c0ef58b436448f3,b1601fae9d4847b892c8e77885370677
131,68a0590ef48449e2ab51b0836c5d1801,Ashley,Martin,Barrial,9d388e0ba8ad4f3c8e500a6f1e09cad9,88e648d65fce4b9ea19d9e7826ac0d88
132,968398855bb242d1824a9274edff1a97,Justin,Davis,Barrial,40857e5da8914095a6ff893648c29ac7,f876236185fb46f0b1cffe5a316b8990
133,5f44357df87241e5874e32dd72fd0a5a,Joseph,Williams,Movil,de4477f35f6f47ddba43c2e8031e7f19,6c70230ba9ca44739c9ca3d09b020253
134,99faf0fde90f41c7aff8a120cb6faa38,Kim,Richardson,Barrial,7d99c1ff01364e8799d7b4a6bf3e3b1e,79e8eea1077444648cdb9c451e62f8ee
135,793170324dbd4729af953430640317fe,Frank,Rodriguez,Barrial,8ee1191df00f480cb079b673f43b119f,3366c39612c54fd298027a1826c8f45b
136,2cdc358275d946fc81575d76ff7d6f04,Jeffrey,Moore,Barrial,76f0eca30f9a4c9b99adc709b024c455,2d5c0b1db0e342a78670237ac156ce4c
137,67a15395ddd74902a96b10d4ec024a54,Christopher,Cook,Movil,bc4b7a8544e14624ab5887b40d884a9b,16bf840302d8414f88d1c404000bca1f
138,582c41117e9048939062ff4d4f315ca0,Amber,Roman,Barrial,33a145ed85f44cc5b0105da9a2fd2ff6,98db7a36f0124c4998b6ca83dd45f01a
139,ca9bdbfa7fda423ebf793f8062765254,Gregory,Hunter,Barrial,8aa04e51139b4f958a2707e8dc06162e,9e00d0f7cc2e4c1c9fdd0575b86bbdf7
140,17a0b2a4dfd74ab2ba8c11f93813160b,Andrew,Matthews,Barrial,2eafa3352fb24974b88f0a4585c1d9db,dfc9fc1ae49c4756854ea8b58ee3d81f
141,ec7b8be2b32b45578a03ea8e08eafffe,Sylvia,Moore,Barrial,568b33dc506e4fb3a72c36b2c25ce5eb,8a4b6bcb71b4438c940183fd305abb95
142,002b4ff70afa4035a9fb1398f65d70ff,Rachel,Goodman,Barrial,6e2b0417d88a48818f9929dc5c4417f0,70cf2b9f8cc84107823c9b8ee95d4145
143,4c6edd15185840a495560a92427be99a,Jonathan,Mercer,Movil,539346fa2a334d4ba123c8909877c259,c24280b2e6f1411c8015938318be9f85
144,7f6da9c289ef40d1bf267bb066e415b6,Amanda,Ortiz,Barrial,eccb0f9719934b679204ab8a0a33330c,78b119e31aca4a1f821e63dcde708faf
145,59f27f0d23eb4e39b16a79ac3083785b,Abigail,Mendez,Barrial,517498efa16a4f479c5a80b95a9c07d7,b2936069b0314402bca3240ebd551a9c
146,4843da6eb3834b4587d90b761fcf0479,Michelle,Burke,Barrial,0dd4e321591c429fa89af6af303269cc,3856485c22a24420b9d4578af2a2d044
147,3d39e251773849e4a545c84439e4c077,Joseph,Hart,Barrial,672c829653bd4f6d9d47afdf429049ad,039b5a80b603405ba90701dc5632cc34
148,b8c0ffbe17f94bba9148b3738b9fd8bb,John,Johnson,Barrial,fb980a77622a478eb782a4c14b81f57b,a185d69860cc4b1d936b500d4ab9b4d6
149,fb6870976d4a4e1d87ce3ae31dd27d49,Jonathan,Harrington,Barrial,cb8c3abfcf6147e180c007562bce4a24,783b18d8dc1a405c9f69d1d9fa1f8aff
150,373f2b982f774ca0b92c1680c37351fd,Isabella,Gibson,Movil,5bdb20884d6e4c7080715409ae2b54c4,05eec15c92cc403f9c4117fdc91d64ab
151,57fade7a055f465d9ac8d95dfea45120,Michelle,Chang,Barrial,e67ed834761c46019d46bf5049541f98,3770ca136ed0472f8748047020912ee7
152,d419054f8cb14da2b90e9fabb0677da4,Sophia,Cummings,Movil,953eb0ce9ff246a5b6e6ad68d78ca5d2,e07e61bb6b594647be67f475a4cb1c42
153,8c414b0719c84414a52b6cde67419c2a,Crystal,Smith,Barrial,8140e77ab20044478ea434590de60985,15f30839463249aa9170e698c40b5002
154,d07d1590d6b64404a483f5be27b8a6bc,Heather,Sullivan,Barrial,c64165d140d5430f851c269e04357ef7,6fe54acd15b24ff88bfd6d88a90accd2
155,ca934cc2daba4c2485355810bd51d094,Dale,Bishop,Barrial,1bf875b7eda64028ac5ce8141f184ede,4daeac60a79949e0a0a8d04edd7b3e91
156,f6df8fdf483e40868798955785419fe4,Karen,Bird,Barrial,42cffa06737c4a37b99c08f700cafedf,46a4ad67ccc04d4581f6bf54b53a5f17
157,1b733f001ae4420d805014f2f4004d07,Cassandra,Rodgers,Barrial,867b1158d029484b8e72b28140543f7c,1902d15ff54a4039b33320111ed6d03f
158,a77cd2bcccdc49a39a38119fa13e3562,Tanya,Brown,Barrial,80314b5015be40f5bbad7eb73814c46f,8f70864f4ded4b7fbd60fa32422a2ba0
159,448a9b5a31184b09aa76ae82fb3a76be,Samuel,Johnson,Barrial,0a6755b41ac34a16ab945bd6fbbdd033,abe6a4cf7a1b46b489d30ab2f4647ddf
160,15b64ae6ecac4699b59a6d18c03f0a66,Mark,Holland,Barrial,845aaa458421433badf97045918f038a,4c4c7279351a4c61ae7007c59665e23f
161,d72c99d6764d43a5878589caf56d61a7,Mark,Hernandez,Movil,4a628efb77204371ae081f6441addc2a,949d05e827c442e1b302d7ede7bc81ca
162,e3b5e0ad46b44b7b93a5da391e16c8c6,Kari,Mcguire,Barrial,0666cd43ea4e42888264058a45a5a2a7,eaa616fc843348d9a7f957dd1a4efe19
163,cf940567ce974be3a5d7b1b86c3b5fc1,Jacqueline,Williamson,Movil,a652fd88ac66470fb74e34b3bb8ddc59,6fc7f612f82b4aa99d30574b13be0382
164,bb74ba7c4e24492da1ad6a9c248dddf5,Jose,Reed,Barrial,441dfad78a4e43ada21c24a5f0a25f7b,313db51d871c476a9a181281c2c7b0bb
165,6f0187b1000d421c968192bac436bce7,Robert,Johnson,Barrial,e8078aac07b942879122323d0a6920fc,849880c7833744e38788281ab32a725c
166,f92b890c61774a05baf88ec5bb6c0c13,Diana,Scott,Barrial,fa36b62c66234720b79c1080dbf13831,8c6c9090386945a1a545982192edf3bd
167,aa1495ea46d548deb02dfa63233245b8,Karen,Davis,Barrial,0bf379eeb7e3496ebda62a2b21c18ec5,e760888d7d8b485aaebbf8f216b97fbe
168,06a7df6ea16d4949ba18ee394c1e6638,Monique,Graham,Barrial,1bddf119a3724f90becb596ab569923a,ee2e4e1c527245418817b20ad2eae602
169,13ee415f57ae4ddb90c51c25a7c7a1a2,Sharon,Thomas,Barrial,748191e52a5743439845a4d121439a51,f795bfd80ef24ce5a8dbaf2e0fa109ae
